 IDnum	Rework_Decision	Logic_board_fail	IO_board_fail	System_State	Rework_Outcome	Rework_Cost
1363	Logic_board	No	No	Operational	L0_IO0	1
1364	IO_board	No	Yes	Failed	L1_IO0	0
1365	IO_board	Yes	No	Failed	L0_IO1	0.571429
1366	IO_board	Yes	No	Failed	L0_IO1	0.571429
1367	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1368	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1369	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1370	IO_board	Yes	No	Failed	L0_IO1	0.571429
1371	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1372	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1373	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1374	IO_board	Yes	No	Failed	L0_IO1	0.571429
1375	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1376	Logic_board	Yes	Yes	Failed	L0_IO0	1
1377	IO_board	Yes	No	Failed	L0_IO1	0.571429
1378	IO_board	Yes	No	Failed	L0_IO1	0.571429
1379	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1380	IO_board	Yes	No	Failed	L0_IO1	0.571429
1381	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1382	Logic_board	No	No	Operational	L0_IO0	1
1383	IO_board	Yes	No	Failed	L0_IO1	0.571429
1384	IO_board	Yes	No	Failed	L0_IO1	0.571429
1385	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1386	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1387	Logic_board	No	No	Operational	L0_IO0	1
1388	IO_board	Yes	Yes	Failed	L0_IO0	1
1389	IO_board	Yes	No	Failed	L0_IO1	0.571429
1390	IO_board	Yes	No	Failed	L0_IO1	0.571429
1391	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1392	IO_board	Yes	No	Failed	L0_IO1	0.571429
1393	IO_board	Yes	Yes	Failed	L0_IO0	1
1394	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1395	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1396	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1397	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1398	Logic_board	Yes	Yes	Failed	L0_IO0	1
1399	Logic_board	No	No	Operational	L0_IO0	1
1400	IO_board	Yes	No	Failed	L0_IO1	0.571429
1401	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1402	IO_board	Yes	No	Failed	L0_IO1	0.571429
1403	IO_board	Yes	No	Failed	L0_IO1	0.571429
1404	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1405	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1406	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1407	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1408	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1409	IO_board	Yes	No	Failed	L0_IO1	0.571429
1410	Logic_board	No	No	Operational	L0_IO0	1
1411	IO_board	No	No	Operational	L0_IO0	1
1412	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1413	IO_board	Yes	Yes	Failed	L0_IO0	1
1414	IO_board	Yes	No	Failed	L0_IO1	0.571429
1415	Logic_board	Yes	Yes	Failed	L0_IO0	1
1416	IO_board	No	No	Operational	L0_IO0	1
1417	IO_board	Yes	No	Failed	L0_IO1	0.571429
1418	IO_board	Yes	No	Failed	L0_IO1	0.571429
1419	IO_board	Yes	No	Failed	L0_IO1	0.571429
1420	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1421	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1422	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1423	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1424	IO_board	Yes	No	Failed	L0_IO1	0.571429
1425	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1426	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1427	IO_board	Yes	Yes	Failed	L0_IO0	1
1428	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1429	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1430	IO_board	No	No	Operational	L0_IO0	1
1431	Logic_board	No	No	Operational	L0_IO0	1
1432	IO_board	No	No	Operational	L0_IO0	1
1433	IO_board	No	No	Operational	L0_IO0	1
1434	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1435	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1436	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1437	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1438	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1439	IO_board	Yes	No	Failed	L0_IO1	0.571429
1440	Logic_board	Yes	Yes	Failed	L0_IO0	1
1441	IO_board	Yes	Yes	Failed	L0_IO0	1
1442	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1443	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1444	IO_board	Yes	No	Failed	L0_IO1	0.571429
1445	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1446	IO_board	No	No	Operational	L0_IO0	1
1447	IO_board	Yes	No	Failed	L0_IO1	0.571429
1448	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1449	IO_board	Yes	No	Failed	L0_IO1	0.571429
1450	IO_board	Yes	No	Failed	L0_IO1	0.571429
1451	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1452	IO_board	Yes	No	Failed	L0_IO1	0.571429
1453	IO_board	Yes	No	Failed	L0_IO1	0.571429
1454	IO_board	Yes	No	Failed	L0_IO1	0.571429
1455	Logic_board	No	No	Operational	L0_IO0	1
1456	IO_board	Yes	No	Failed	L0_IO1	0.571429
1457	Logic_board	Yes	Yes	Failed	L0_IO0	1
1458	IO_board	No	No	Operational	L0_IO0	1
1459	IO_board	Yes	No	Failed	L0_IO1	0.571429
1460	IO_board	Yes	No	Failed	L0_IO1	0.571429
1461	Logic_board	No	No	Operational	L0_IO0	1
1462	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1463	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1464	IO_board	Yes	Yes	Failed	L0_IO0	1
1465	IO_board	Yes	No	Failed	L0_IO1	0.571429
1466	IO_board	Yes	No	Failed	L0_IO1	0.571429
1467	IO_board	Yes	No	Failed	L0_IO1	0.571429
1468	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1469	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1470	Logic_board	No	No	Operational	L0_IO0	1
1471	IO_board	No	No	Operational	L0_IO0	1
1472	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1473	Logic_board	Yes	Yes	Failed	L0_IO0	1
1474	IO_board	Yes	No	Failed	L0_IO1	0.571429
1475	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1476	IO_board	Yes	No	Failed	L0_IO1	0.571429
1477	IO_board	Yes	No	Failed	L0_IO1	0.571429
1478	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1479	Logic_board	Yes	Yes	Failed	L0_IO0	1
1480	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1481	IO_board	Yes	Yes	Failed	L0_IO0	1
1482	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1483	IO_board	Yes	Yes	Failed	L0_IO0	1
1484	IO_board	Yes	No	Failed	L0_IO1	0.571429
1485	IO_board	No	No	Operational	L0_IO0	1
1486	IO_board	Yes	No	Failed	L0_IO1	0.571429
1487	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1488	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1489	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1490	IO_board	Yes	No	Failed	L0_IO1	0.571429
1491	IO_board	Yes	No	Failed	L0_IO1	0.571429
1492	Logic_board	Yes	Yes	Failed	L0_IO0	1
1493	IO_board	Yes	No	Failed	L0_IO1	0.571429
1494	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1495	IO_board	Yes	No	Failed	L0_IO1	0.571429
1496	Logic_board	No	Yes	Failed	L1_IO0	0.428571
1497	IO_board	Yes	No	Failed	L0_IO1	0.571429
1498	IO_board	No	No	Operational	L0_IO0	1
1499	Logic_board	Yes	Yes	Failed	L0_IO0	1
1500	IO_board	No	No	Operational	L0_IO0	1
1501	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1502	IO_board	Yes	No	Failed	L0_IO1	0.571429
1503	IO_board	Yes	No	Failed	L0_IO1	0.571429
1504	IO_board	Yes	Yes	Failed	L0_IO0	1
1505	IO_board	Yes	No	Failed	L0_IO1	0.571429
1506	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1507	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1508	IO_board	Yes	Yes	Failed	L0_IO0	1
1509	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1510	IO_board	No	No	Operational	L0_IO0	1
1511	IO_board	Yes	No	Failed	L0_IO1	0.571429
1512	IO_board	Yes	No	Failed	L0_IO1	0.571429
1513	IO_board	Yes	No	Failed	L0_IO1	0.571429
1514	IO_board	Yes	Yes	Failed	L0_IO0	1
1515	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1516	IO_board	Yes	No	Failed	L0_IO1	0.571429
1517	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1518	IO_board	Yes	Yes	Failed	L0_IO0	1
1519	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1520	IO_board	Yes	Yes	Failed	L0_IO0	1
1521	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1522	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1523	IO_board	Yes	No	Failed	L0_IO1	0.571429
1524	IO_board	Yes	No	Failed	L0_IO1	0.571429
1525	IO_board	Yes	No	Failed	L0_IO1	0.571429
1526	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1527	Logic_board	No	No	Operational	L0_IO0	1
1528	IO_board	No	No	Operational	L0_IO0	1
1529	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1530	IO_board	Yes	Yes	Failed	L0_IO0	1
1531	IO_board	Yes	No	Failed	L0_IO1	0.571429
1532	Logic_board	No	No	Operational	L0_IO0	1
1533	IO_board	Yes	No	Failed	L0_IO1	0.571429
1534	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1535	Logic_board	No	Yes	Failed	L1_IO0	0.428571
1536	Logic_board	Yes	Yes	Failed	L0_IO0	1
1537	Logic_board	Yes	Yes	Failed	L0_IO0	1
1538	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1539	Logic_board	Yes	Yes	Failed	L0_IO0	1
1540	Logic_board	No	No	Operational	L0_IO0	1
1541	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1542	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1543	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1544	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1545	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1546	IO_board	Yes	No	Failed	L0_IO1	0.571429
1547	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1548	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1549	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1550	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1551	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1552	IO_board	Yes	Yes	Failed	L0_IO0	1
1553	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1554	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1555	IO_board	No	No	Operational	L0_IO0	1
1556	IO_board	Yes	No	Failed	L0_IO1	0.571429
1557	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1558	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1559	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1560	IO_board	Yes	No	Failed	L0_IO1	0.571429
1561	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1562	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1563	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1564	IO_board	Yes	No	Failed	L0_IO1	0.571429
1565	IO_board	Yes	No	Failed	L0_IO1	0.571429
1566	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1567	Logic_board	Yes	Yes	Failed	L0_IO0	1
1568	Logic_board	No	No	Operational	L0_IO0	1
1569	IO_board	Yes	Yes	Failed	L0_IO0	1
1570	IO_board	Yes	No	Failed	L0_IO1	0.571429
1571	IO_board	No	No	Operational	L0_IO0	1
1572	IO_board	Yes	No	Failed	L0_IO1	0.571429
1573	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1574	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1575	IO_board	Yes	No	Failed	L0_IO1	0.571429
1576	IO_board	Yes	No	Failed	L0_IO1	0.571429
1577	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1578	IO_board	Yes	No	Failed	L0_IO1	0.571429
1579	IO_board	Yes	No	Failed	L0_IO1	0.571429
1580	IO_board	Yes	No	Failed	L0_IO1	0.571429
1581	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1582	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1583	IO_board	Yes	Yes	Failed	L0_IO0	1
1584	IO_board	Yes	No	Failed	L0_IO1	0.571429
1585	IO_board	Yes	No	Failed	L0_IO1	0.571429
1586	IO_board	Yes	Yes	Failed	L0_IO0	1
1587	IO_board	Yes	No	Failed	L0_IO1	0.571429
1588	IO_board	Yes	Yes	Failed	L0_IO0	1
1589	IO_board	Yes	No	Failed	L0_IO1	0.571429
1590	Logic_board	Yes	Yes	Failed	L0_IO0	1
1591	IO_board	Yes	No	Failed	L0_IO1	0.571429
1592	Logic_board	No	No	Operational	L0_IO0	1
1593	IO_board	Yes	Yes	Failed	L0_IO0	1
1594	IO_board	Yes	No	Failed	L0_IO1	0.571429
1595	Logic_board	Yes	Yes	Failed	L0_IO0	1
1596	IO_board	Yes	No	Failed	L0_IO1	0.571429
1597	IO_board	Yes	No	Failed	L0_IO1	0.571429
1598	IO_board	Yes	Yes	Failed	L0_IO0	1
1599	IO_board	Yes	Yes	Failed	L0_IO0	1
1600	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1601	Logic_board	Yes	Yes	Failed	L0_IO0	1
1602	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1603	Logic_board	Yes	Yes	Failed	L0_IO0	1
1604	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1605	IO_board	No	No	Operational	L0_IO0	1
1606	IO_board	Yes	No	Failed	L0_IO1	0.571429
1607	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1608	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1609	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1610	IO_board	Yes	No	Failed	L0_IO1	0.571429
1611	Logic_board	No	No	Operational	L0_IO0	1
1612	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1613	Logic_board	No	No	Operational	L0_IO0	1
1614	IO_board	Yes	No	Failed	L0_IO1	0.571429
1615	Logic_board	Yes	Yes	Failed	L0_IO0	1
1616	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1617	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1618	IO_board	Yes	No	Failed	L0_IO1	0.571429
1619	IO_board	Yes	No	Failed	L0_IO1	0.571429
1620	IO_board	Yes	Yes	Failed	L0_IO0	1
1621	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1622	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1623	IO_board	Yes	No	Failed	L0_IO1	0.571429
1624	IO_board	Yes	No	Failed	L0_IO1	0.571429
1625	IO_board	Yes	No	Failed	L0_IO1	0.571429
1626	Logic_board	Yes	Yes	Failed	L0_IO0	1
1627	IO_board	Yes	No	Failed	L0_IO1	0.571429
1628	Logic_board	No	No	Operational	L0_IO0	1
1629	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1630	IO_board	Yes	No	Failed	L0_IO1	0.571429
1631	IO_board	Yes	No	Failed	L0_IO1	0.571429
1632	Logic_board	No	Yes	Failed	L1_IO0	0.428571
1633	Logic_board	No	Yes	Failed	L1_IO0	0.428571
1634	Logic_board	Yes	Yes	Failed	L0_IO0	1
1635	IO_board	Yes	No	Failed	L0_IO1	0.571429
1636	Logic_board	Yes	Yes	Failed	L0_IO0	1
1637	IO_board	Yes	No	Failed	L0_IO1	0.571429
1638	IO_board	Yes	No	Failed	L0_IO1	0.571429
1639	Logic_board	Yes	Yes	Failed	L0_IO0	1
1640	IO_board	No	No	Operational	L0_IO0	1
1641	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1642	IO_board	Yes	No	Failed	L0_IO1	0.571429
1643	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1644	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1645	Logic_board	No	No	Operational	L0_IO0	1
1646	IO_board	Yes	No	Failed	L0_IO1	0.571429
1647	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1648	Logic_board	Yes	Yes	Failed	L0_IO0	1
1649	Logic_board	No	Yes	Failed	L1_IO0	0.428571
1650	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1651	IO_board	Yes	Yes	Failed	L0_IO0	1
1652	IO_board	Yes	No	Failed	L0_IO1	0.571429
1653	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1654	IO_board	No	Yes	Failed	L1_IO0	0
1655	IO_board	Yes	No	Failed	L0_IO1	0.571429
1656	IO_board	Yes	Yes	Failed	L0_IO0	1
1657	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1658	Logic_board	Yes	Yes	Failed	L0_IO0	1
1659	Logic_board	Yes	Yes	Failed	L0_IO0	1
1660	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1661	IO_board	Yes	No	Failed	L0_IO1	0.571429
1662	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1663	IO_board	Yes	No	Failed	L0_IO1	0.571429
1664	IO_board	Yes	No	Failed	L0_IO1	0.571429
1665	IO_board	Yes	Yes	Failed	L0_IO0	1
1666	IO_board	Yes	No	Failed	L0_IO1	0.571429
1667	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1668	IO_board	Yes	Yes	Failed	L0_IO0	1
1669	IO_board	Yes	No	Failed	L0_IO1	0.571429
1670	Logic_board	Yes	Yes	Failed	L0_IO0	1
1671	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1672	IO_board	Yes	No	Failed	L0_IO1	0.571429
1673	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1674	IO_board	Yes	No	Failed	L0_IO1	0.571429
1675	IO_board	No	Yes	Failed	L1_IO0	0
1676	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1677	IO_board	Yes	No	Failed	L0_IO1	0.571429
1678	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1679	IO_board	Yes	No	Failed	L0_IO1	0.571429
1680	IO_board	No	No	Operational	L0_IO0	1
1681	IO_board	Yes	No	Failed	L0_IO1	0.571429
1682	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1683	Logic_board	No	No	Operational	L0_IO0	1
1684	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1685	Logic_board	No	No	Operational	L0_IO0	1
1686	IO_board	Yes	No	Failed	L0_IO1	0.571429
1687	Logic_board	No	Yes	Failed	L1_IO0	0.428571
1688	IO_board	Yes	No	Failed	L0_IO1	0.571429
1689	IO_board	No	No	Operational	L0_IO0	1
1690	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1691	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1692	IO_board	Yes	No	Failed	L0_IO1	0.571429
1693	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1694	IO_board	Yes	No	Failed	L0_IO1	0.571429
1695	Logic_board	No	No	Operational	L0_IO0	1
1696	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1697	Logic_board	No	Yes	Failed	L1_IO0	0.428571
1698	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1699	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1700	IO_board	Yes	No	Failed	L0_IO1	0.571429
1701	IO_board	Yes	No	Failed	L0_IO1	0.571429
1702	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1703	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1704	IO_board	Yes	Yes	Failed	L0_IO0	1
1705	IO_board	No	No	Operational	L0_IO0	1
1706	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1707	IO_board	Yes	No	Failed	L0_IO1	0.571429
1708	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1709	Logic_board	No	No	Operational	L0_IO0	1
1710	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1711	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1712	Logic_board	Yes	Yes	Failed	L0_IO0	1
1713	IO_board	No	Yes	Failed	L1_IO0	0
1714	IO_board	Yes	No	Failed	L0_IO1	0.571429
1715	IO_board	Yes	Yes	Failed	L0_IO0	1
1716	IO_board	No	Yes	Failed	L1_IO0	0
1717	IO_board	Yes	No	Failed	L0_IO1	0.571429
1718	IO_board	Yes	No	Failed	L0_IO1	0.571429
1719	IO_board	Yes	No	Failed	L0_IO1	0.571429
1720	IO_board	Yes	No	Failed	L0_IO1	0.571429
1721	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1722	IO_board	Yes	No	Failed	L0_IO1	0.571429
1723	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1724	IO_board	Yes	Yes	Failed	L0_IO0	1
1725	IO_board	Yes	No	Failed	L0_IO1	0.571429
1726	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1727	Logic_board	Yes	Yes	Failed	L0_IO0	1
1728	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1729	IO_board	Yes	No	Failed	L0_IO1	0.571429
1730	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1731	IO_board	Yes	No	Failed	L0_IO1	0.571429
1732	IO_board	Yes	No	Failed	L0_IO1	0.571429
1733	IO_board	Yes	No	Failed	L0_IO1	0.571429
1734	IO_board	Yes	Yes	Failed	L0_IO0	1
1735	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1736	IO_board	Yes	Yes	Failed	L0_IO0	1
1737	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1738	IO_board	Yes	Yes	Failed	L0_IO0	1
1739	IO_board	Yes	No	Failed	L0_IO1	0.571429
1740	IO_board	Yes	No	Failed	L0_IO1	0.571429
1741	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1742	Logic_board	Yes	Yes	Failed	L0_IO0	1
1743	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1744	IO_board	Yes	Yes	Failed	L0_IO0	1
1745	Logic_board	Yes	Yes	Failed	L0_IO0	1
1746	Logic_board	No	No	Operational	L0_IO0	1
1747	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1748	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1749	IO_board	Yes	No	Failed	L0_IO1	0.571429
1750	IO_board	Yes	No	Failed	L0_IO1	0.571429
1751	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1752	IO_board	Yes	No	Failed	L0_IO1	0.571429
1753	Logic_board	No	No	Operational	L0_IO0	1
1754	Logic_board	Yes	Yes	Failed	L0_IO0	1
1755	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1756	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1757	IO_board	Yes	No	Failed	L0_IO1	0.571429
1758	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1759	IO_board	No	No	Operational	L0_IO0	1
1760	IO_board	Yes	No	Failed	L0_IO1	0.571429
1761	Logic_board	Yes	Yes	Failed	L0_IO0	1
1762	IO_board	Yes	No	Failed	L0_IO1	0.571429
1763	IO_board	Yes	No	Failed	L0_IO1	0.571429
1764	IO_board	Yes	No	Failed	L0_IO1	0.571429
1765	IO_board	Yes	No	Failed	L0_IO1	0.571429
1766	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1767	Logic_board	No	No	Operational	L0_IO0	1
1768	IO_board	No	No	Operational	L0_IO0	1
1769	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1770	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1771	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1772	IO_board	Yes	No	Failed	L0_IO1	0.571429
1773	IO_board	Yes	No	Failed	L0_IO1	0.571429
1774	IO_board	Yes	No	Failed	L0_IO1	0.571429
1775	IO_board	Yes	No	Failed	L0_IO1	0.571429
1776	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1777	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1778	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1779	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1780	IO_board	Yes	No	Failed	L0_IO1	0.571429
1781	IO_board	Yes	No	Failed	L0_IO1	0.571429
1782	IO_board	Yes	No	Failed	L0_IO1	0.571429
1783	Logic_board	Yes	Yes	Failed	L0_IO0	1
1784	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1785	Logic_board	Yes	Yes	Failed	L0_IO0	1
1786	Logic_board	No	No	Operational	L0_IO0	1
1787	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1788	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1789	IO_board	Yes	No	Failed	L0_IO1	0.571429
1790	IO_board	Yes	No	Failed	L0_IO1	0.571429
1791	Logic_board	Yes	Yes	Failed	L0_IO0	1
1792	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1793	IO_board	No	No	Operational	L0_IO0	1
1794	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1795	IO_board	Yes	No	Failed	L0_IO1	0.571429
1796	IO_board	Yes	No	Failed	L0_IO1	0.571429
1797	Logic_board	No	No	Operational	L0_IO0	1
1798	Logic_board	Yes	Yes	Failed	L0_IO0	1
1799	IO_board	Yes	No	Failed	L0_IO1	0.571429
1800	Logic_board	No	No	Operational	L0_IO0	1
1801	Logic_board	Yes	Yes	Failed	L0_IO0	1
1802	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1803	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1804	Logic_board	No	No	Operational	L0_IO0	1
1805	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1806	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1807	IO_board	Yes	No	Failed	L0_IO1	0.571429
1808	IO_board	Yes	No	Failed	L0_IO1	0.571429
1809	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1810	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1811	IO_board	Yes	No	Failed	L0_IO1	0.571429
1812	IO_board	Yes	No	Failed	L0_IO1	0.571429
1813	IO_board	Yes	No	Failed	L0_IO1	0.571429
1814	IO_board	Yes	No	Failed	L0_IO1	0.571429
1815	IO_board	No	No	Operational	L0_IO0	1
1816	IO_board	Yes	No	Failed	L0_IO1	0.571429
1817	IO_board	Yes	No	Failed	L0_IO1	0.571429
1818	IO_board	Yes	No	Failed	L0_IO1	0.571429
1819	Logic_board	No	No	Operational	L0_IO0	1
1820	IO_board	Yes	No	Failed	L0_IO1	0.571429
1821	Logic_board	Yes	Yes	Failed	L0_IO0	1
1822	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1823	Logic_board	Yes	Yes	Failed	L0_IO0	1
1824	Logic_board	Yes	Yes	Failed	L0_IO0	1
1825	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1826	Logic_board	Yes	Yes	Failed	L0_IO0	1
1827	Logic_board	No	No	Operational	L0_IO0	1
1828	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1829	Logic_board	Yes	No	Failed	L0_IO1	0.285714
1830	Logic_board	Yes	No	Failed	L0_IO1	0.285714
