 IDnum	Economical_State	Export_Decision	U
1787	Same	Now	1
1788	Severely_bad	After_6_mos	0.468323
1789	Severely_bad	After_6_mos	0.468323
1790	Same	Now	1
1791	Same	Now	1
1792	Same	After_12_mos	0.267655
1793	Slightly_worse	After_12_mos	0.622203
1794	Severely_bad	After_6_mos	0.468323
1795	Same	After_12_mos	0.267655
1796	Severely_bad	Now	0
1797	Same	Now	1
1798	Severely_bad	Now	0
1799	Same	After_6_mos	0.892473
1800	Same	After_6_mos	0.892473
1801	Same	After_6_mos	0.892473
1802	Slightly_worse	After_6_mos	0.697762
1803	Same	After_12_mos	0.267655
1804	Same	Now	1
1805	Severely_bad	After_6_mos	0.468323
1806	Slightly_worse	After_12_mos	0.622203
1807	Same	After_6_mos	0.892473
1808	Same	After_6_mos	0.892473
1809	Same	Now	1
1810	Same	After_12_mos	0.267655
1811	Severely_bad	After_6_mos	0.468323
1812	Slightly_worse	After_12_mos	0.622203
1813	Same	After_12_mos	0.267655
1814	Severely_bad	Now	0
1815	Severely_bad	After_12_mos	0.429236
1816	Same	Now	1
1817	Severely_bad	After_12_mos	0.429236
1818	Same	After_6_mos	0.892473
1819	Same	Now	1
1820	Slightly_worse	Now	0.750073
1821	Same	After_6_mos	0.892473
1822	Severely_bad	After_6_mos	0.468323
1823	Slightly_worse	After_6_mos	0.697762
1824	Slightly_worse	After_6_mos	0.697762
1825	Same	After_6_mos	0.892473
1826	Severely_bad	After_12_mos	0.429236
1827	Slightly_worse	After_12_mos	0.622203
1828	Same	After_12_mos	0.267655
1829	Severely_bad	After_12_mos	0.429236
1830	Severely_bad	Now	0
1831	Same	After_6_mos	0.892473
1832	Same	After_12_mos	0.267655
1833	Slightly_worse	Now	0.750073
1834	Severely_bad	After_6_mos	0.468323
1835	Same	After_12_mos	0.267655
1836	Severely_bad	Now	0
1837	Severely_bad	After_6_mos	0.468323
1838	Slightly_worse	After_12_mos	0.622203
1839	Slightly_worse	After_12_mos	0.622203
1840	Severely_bad	After_6_mos	0.468323
1841	Slightly_worse	After_12_mos	0.622203
1842	Slightly_worse	Now	0.750073
1843	Severely_bad	Now	0
1844	Same	Now	1
1845	Same	Now	1
1846	Same	Now	1
1847	Same	After_6_mos	0.892473
1848	Same	Now	1
1849	Same	After_12_mos	0.267655
1850	Severely_bad	After_6_mos	0.468323
1851	Same	After_12_mos	0.267655
1852	Slightly_worse	After_6_mos	0.697762
1853	Severely_bad	After_12_mos	0.429236
1854	Severely_bad	After_6_mos	0.468323
1855	Same	After_12_mos	0.267655
1856	Same	After_12_mos	0.267655
1857	Severely_bad	Now	0
1858	Severely_bad	Now	0
1859	Same	Now	1
1860	Slightly_worse	Now	0.750073
1861	Slightly_worse	After_6_mos	0.697762
1862	Severely_bad	After_6_mos	0.468323
1863	Slightly_worse	After_12_mos	0.622203
1864	Severely_bad	Now	0
1865	Same	After_6_mos	0.892473
1866	Same	After_6_mos	0.892473
1867	Severely_bad	After_6_mos	0.468323
1868	Slightly_worse	After_12_mos	0.622203
1869	Severely_bad	Now	0
1870	Same	Now	1
1871	Severely_bad	After_6_mos	0.468323
1872	Same	Now	1
1873	Severely_bad	After_6_mos	0.468323
1874	Severely_bad	After_6_mos	0.468323
1875	Severely_bad	Now	0
1876	Severely_bad	After_6_mos	0.468323
1877	Same	Now	1
1878	Same	Now	1
1879	Slightly_worse	After_6_mos	0.697762
1880	Severely_bad	Now	0
1881	Same	Now	1
1882	Same	After_6_mos	0.892473
1883	Slightly_worse	After_12_mos	0.622203
1884	Severely_bad	After_12_mos	0.429236
1885	Slightly_worse	After_6_mos	0.697762
1886	Slightly_worse	After_12_mos	0.622203
1887	Same	After_6_mos	0.892473
1888	Slightly_worse	After_6_mos	0.697762
1889	Same	After_12_mos	0.267655
1890	Severely_bad	After_6_mos	0.468323
1891	Same	After_6_mos	0.892473
1892	Severely_bad	Now	0
1893	Slightly_worse	After_6_mos	0.697762
1894	Severely_bad	After_6_mos	0.468323
1895	Severely_bad	After_6_mos	0.468323
1896	Severely_bad	After_12_mos	0.429236
1897	Same	Now	1
1898	Severely_bad	After_6_mos	0.468323
1899	Same	After_6_mos	0.892473
1900	Slightly_worse	After_12_mos	0.622203
1901	Same	Now	1
1902	Severely_bad	After_12_mos	0.429236
1903	Slightly_worse	After_6_mos	0.697762
1904	Same	Now	1
1905	Slightly_worse	After_12_mos	0.622203
1906	Same	After_12_mos	0.267655
1907	Severely_bad	After_6_mos	0.468323
1908	Slightly_worse	After_12_mos	0.622203
1909	Same	After_12_mos	0.267655
1910	Same	After_6_mos	0.892473
1911	Severely_bad	After_12_mos	0.429236
1912	Severely_bad	After_6_mos	0.468323
1913	Severely_bad	After_6_mos	0.468323
1914	Severely_bad	Now	0
1915	Slightly_worse	After_6_mos	0.697762
1916	Slightly_worse	Now	0.750073
1917	Slightly_worse	Now	0.750073
1918	Slightly_worse	After_12_mos	0.622203
1919	Slightly_worse	After_12_mos	0.622203
1920	Slightly_worse	After_6_mos	0.697762
1921	Severely_bad	Now	0
1922	Same	Now	1
1923	Severely_bad	After_12_mos	0.429236
1924	Same	After_12_mos	0.267655
1925	Same	Now	1
1926	Severely_bad	After_6_mos	0.468323
1927	Same	After_6_mos	0.892473
1928	Severely_bad	After_6_mos	0.468323
1929	Severely_bad	Now	0
1930	Slightly_worse	Now	0.750073
1931	Slightly_worse	Now	0.750073
1932	Slightly_worse	After_6_mos	0.697762
1933	Same	After_12_mos	0.267655
1934	Slightly_worse	After_6_mos	0.697762
1935	Same	After_12_mos	0.267655
1936	Slightly_worse	After_6_mos	0.697762
1937	Same	After_6_mos	0.892473
1938	Same	Now	1
1939	Slightly_worse	After_12_mos	0.622203
1940	Severely_bad	After_12_mos	0.429236
1941	Severely_bad	After_12_mos	0.429236
1942	Severely_bad	After_6_mos	0.468323
1943	Severely_bad	Now	0
1944	Severely_bad	Now	0
1945	Slightly_worse	After_12_mos	0.622203
1946	Same	After_12_mos	0.267655
1947	Same	After_12_mos	0.267655
1948	Same	Now	1
1949	Same	Now	1
1950	Same	After_6_mos	0.892473
1951	Slightly_worse	Now	0.750073
1952	Same	Now	1
1953	Severely_bad	After_12_mos	0.429236
1954	Same	After_6_mos	0.892473
1955	Same	After_12_mos	0.267655
1956	Severely_bad	After_12_mos	0.429236
1957	Slightly_worse	After_6_mos	0.697762
1958	Severely_bad	After_12_mos	0.429236
1959	Same	After_6_mos	0.892473
1960	Same	Now	1
1961	Same	After_6_mos	0.892473
1962	Severely_bad	Now	0
1963	Slightly_worse	After_12_mos	0.622203
1964	Slightly_worse	After_6_mos	0.697762
1965	Same	Now	1
1966	Slightly_worse	Now	0.750073
1967	Slightly_worse	Now	0.750073
1968	Same	Now	1
1969	Severely_bad	After_6_mos	0.468323
1970	Severely_bad	After_12_mos	0.429236
1971	Same	Now	1
1972	Slightly_worse	Now	0.750073
1973	Same	After_6_mos	0.892473
1974	Slightly_worse	After_6_mos	0.697762
1975	Slightly_worse	After_6_mos	0.697762
1976	Severely_bad	After_12_mos	0.429236
1977	Severely_bad	After_6_mos	0.468323
1978	Severely_bad	After_6_mos	0.468323
1979	Slightly_worse	Now	0.750073
1980	Same	After_12_mos	0.267655
1981	Slightly_worse	After_12_mos	0.622203
1982	Same	After_12_mos	0.267655
1983	Severely_bad	Now	0
1984	Slightly_worse	After_12_mos	0.622203
1985	Same	After_6_mos	0.892473
1986	Slightly_worse	After_6_mos	0.697762
1987	Slightly_worse	After_6_mos	0.697762
1988	Same	After_12_mos	0.267655
1989	Slightly_worse	After_12_mos	0.622203
1990	Same	Now	1
1991	Severely_bad	After_6_mos	0.468323
1992	Slightly_worse	After_6_mos	0.697762
1993	Severely_bad	After_12_mos	0.429236
1994	Same	After_6_mos	0.892473
1995	Same	Now	1
1996	Same	After_12_mos	0.267655
1997	Severely_bad	Now	0
1998	Slightly_worse	After_6_mos	0.697762
1999	Severely_bad	After_6_mos	0.468323
2000	Same	After_6_mos	0.892473
2001	Severely_bad	After_12_mos	0.429236
2002	Same	Now	1
2003	Slightly_worse	After_6_mos	0.697762
2004	Slightly_worse	After_12_mos	0.622203
2005	Same	After_6_mos	0.892473
2006	Same	Now	1
2007	Same	Now	1
2008	Severely_bad	After_6_mos	0.468323
2009	Slightly_worse	After_12_mos	0.622203
2010	Severely_bad	After_6_mos	0.468323
2011	Same	After_12_mos	0.267655
2012	Slightly_worse	After_6_mos	0.697762
2013	Severely_bad	After_6_mos	0.468323
2014	Slightly_worse	After_6_mos	0.697762
2015	Severely_bad	After_6_mos	0.468323
2016	Slightly_worse	After_12_mos	0.622203
2017	Severely_bad	After_12_mos	0.429236
2018	Severely_bad	After_6_mos	0.468323
2019	Same	After_6_mos	0.892473
2020	Same	Now	1
2021	Same	After_12_mos	0.267655
2022	Same	After_12_mos	0.267655
2023	Severely_bad	Now	0
2024	Same	After_12_mos	0.267655
2025	Slightly_worse	Now	0.750073
2026	Same	After_6_mos	0.892473
2027	Same	After_12_mos	0.267655
2028	Same	After_12_mos	0.267655
2029	Severely_bad	After_6_mos	0.468323
2030	Severely_bad	After_6_mos	0.468323
2031	Slightly_worse	After_12_mos	0.622203
2032	Same	After_6_mos	0.892473
2033	Severely_bad	After_6_mos	0.468323
2034	Same	After_6_mos	0.892473
2035	Slightly_worse	Now	0.750073
2036	Severely_bad	After_6_mos	0.468323
2037	Severely_bad	After_12_mos	0.429236
2038	Slightly_worse	Now	0.750073
2039	Slightly_worse	After_6_mos	0.697762
2040	Slightly_worse	Now	0.750073
2041	Slightly_worse	After_12_mos	0.622203
2042	Same	After_12_mos	0.267655
2043	Severely_bad	Now	0
2044	Severely_bad	After_12_mos	0.429236
2045	Same	After_6_mos	0.892473
2046	Same	After_12_mos	0.267655
2047	Slightly_worse	After_12_mos	0.622203
2048	Slightly_worse	After_12_mos	0.622203
2049	Same	Now	1
2050	Slightly_worse	After_6_mos	0.697762
2051	Slightly_worse	After_12_mos	0.622203
2052	Same	Now	1
2053	Severely_bad	Now	0
2054	Slightly_worse	Now	0.750073
2055	Same	After_6_mos	0.892473
2056	Severely_bad	After_12_mos	0.429236
2057	Same	Now	1
2058	Severely_bad	After_12_mos	0.429236
2059	Slightly_worse	After_12_mos	0.622203
2060	Severely_bad	After_6_mos	0.468323
2061	Slightly_worse	After_6_mos	0.697762
2062	Same	After_12_mos	0.267655
2063	Same	After_6_mos	0.892473
2064	Severely_bad	After_6_mos	0.468323
2065	Severely_bad	After_12_mos	0.429236
2066	Same	After_12_mos	0.267655
2067	Slightly_worse	After_12_mos	0.622203
2068	Slightly_worse	After_6_mos	0.697762
2069	Slightly_worse	After_6_mos	0.697762
2070	Slightly_worse	Now	0.750073
2071	Severely_bad	Now	0
2072	Same	After_12_mos	0.267655
2073	Severely_bad	After_12_mos	0.429236
2074	Severely_bad	After_6_mos	0.468323
2075	Slightly_worse	After_6_mos	0.697762
2076	Same	After_12_mos	0.267655
2077	Same	After_6_mos	0.892473
2078	Same	Now	1
2079	Severely_bad	Now	0
2080	Severely_bad	After_12_mos	0.429236
2081	Slightly_worse	After_12_mos	0.622203
2082	Severely_bad	Now	0
2083	Same	Now	1
2084	Slightly_worse	Now	0.750073
2085	Slightly_worse	After_6_mos	0.697762
2086	Severely_bad	After_12_mos	0.429236
2087	Slightly_worse	Now	0.750073
2088	Same	Now	1
2089	Same	After_6_mos	0.892473
2090	Same	Now	1
2091	Same	After_12_mos	0.267655
2092	Same	Now	1
2093	Severely_bad	After_6_mos	0.468323
2094	Same	After_6_mos	0.892473
2095	Slightly_worse	Now	0.750073
2096	Severely_bad	Now	0
2097	Severely_bad	Now	0
2098	Same	After_6_mos	0.892473
2099	Slightly_worse	After_12_mos	0.622203
2100	Same	After_12_mos	0.267655
2101	Slightly_worse	Now	0.750073
2102	Slightly_worse	Now	0.750073
2103	Same	Now	1
2104	Same	After_6_mos	0.892473
2105	Same	After_12_mos	0.267655
2106	Severely_bad	Now	0
2107	Same	Now	1
2108	Same	After_12_mos	0.267655
2109	Slightly_worse	Now	0.750073
2110	Slightly_worse	After_6_mos	0.697762
2111	Slightly_worse	After_6_mos	0.697762
2112	Slightly_worse	After_6_mos	0.697762
2113	Same	After_12_mos	0.267655
2114	Slightly_worse	Now	0.750073
2115	Same	After_12_mos	0.267655
2116	Slightly_worse	After_6_mos	0.697762
2117	Same	Now	1
2118	Same	After_6_mos	0.892473
2119	Slightly_worse	After_6_mos	0.697762
2120	Slightly_worse	Now	0.750073
2121	Severely_bad	After_6_mos	0.468323
2122	Same	Now	1
2123	Slightly_worse	Now	0.750073
2124	Same	After_6_mos	0.892473
2125	Slightly_worse	Now	0.750073
2126	Same	Now	1
2127	Same	Now	1
2128	Same	After_6_mos	0.892473
2129	Same	After_12_mos	0.267655
2130	Same	Now	1
2131	Severely_bad	After_12_mos	0.429236
2132	Same	Now	1
2133	Severely_bad	After_6_mos	0.468323
2134	Slightly_worse	Now	0.750073
2135	Same	After_12_mos	0.267655
2136	Same	After_12_mos	0.267655
2137	Severely_bad	After_12_mos	0.429236
2138	Slightly_worse	After_6_mos	0.697762
2139	Same	Now	1
2140	Same	After_12_mos	0.267655
2141	Severely_bad	After_6_mos	0.468323
2142	Slightly_worse	After_6_mos	0.697762
2143	Slightly_worse	Now	0.750073
2144	Same	After_6_mos	0.892473
2145	Same	Now	1
2146	Slightly_worse	After_12_mos	0.622203
2147	Same	Now	1
2148	Slightly_worse	After_6_mos	0.697762
2149	Slightly_worse	Now	0.750073
2150	Same	Now	1
2151	Slightly_worse	After_6_mos	0.697762
2152	Same	After_6_mos	0.892473
2153	Slightly_worse	After_12_mos	0.622203
2154	Severely_bad	After_12_mos	0.429236
2155	Severely_bad	After_12_mos	0.429236
2156	Same	Now	1
2157	Severely_bad	After_6_mos	0.468323
2158	Slightly_worse	Now	0.750073
2159	Severely_bad	After_6_mos	0.468323
2160	Slightly_worse	After_12_mos	0.622203
2161	Severely_bad	After_12_mos	0.429236
2162	Severely_bad	Now	0
2163	Slightly_worse	After_12_mos	0.622203
2164	Severely_bad	Now	0
2165	Severely_bad	After_12_mos	0.429236
2166	Same	Now	1
2167	Slightly_worse	After_12_mos	0.622203
2168	Severely_bad	After_6_mos	0.468323
2169	Slightly_worse	After_12_mos	0.622203
2170	Slightly_worse	Now	0.750073
2171	Same	After_6_mos	0.892473
2172	Severely_bad	After_12_mos	0.429236
2173	Same	After_6_mos	0.892473
2174	Slightly_worse	Now	0.750073
2175	Same	After_12_mos	0.267655
2176	Severely_bad	Now	0
2177	Same	After_12_mos	0.267655
2178	Same	After_6_mos	0.892473
2179	Slightly_worse	After_6_mos	0.697762
2180	Slightly_worse	After_6_mos	0.697762
2181	Severely_bad	After_6_mos	0.468323
2182	Slightly_worse	After_6_mos	0.697762
2183	Same	Now	1
2184	Same	After_12_mos	0.267655
2185	Severely_bad	After_6_mos	0.468323
2186	Severely_bad	After_12_mos	0.429236
2187	Same	Now	1
2188	Same	Now	1
2189	Same	Now	1
2190	Same	Now	1
2191	Same	After_6_mos	0.892473
2192	Slightly_worse	Now	0.750073
2193	Severely_bad	After_12_mos	0.429236
2194	Same	After_6_mos	0.892473
2195	Same	After_12_mos	0.267655
2196	Severely_bad	After_12_mos	0.429236
2197	Same	After_6_mos	0.892473
2198	Same	After_12_mos	0.267655
2199	Severely_bad	Now	0
2200	Same	After_12_mos	0.267655
2201	Slightly_worse	After_6_mos	0.697762
2202	Same	After_12_mos	0.267655
2203	Severely_bad	After_6_mos	0.468323
2204	Severely_bad	After_12_mos	0.429236
2205	Slightly_worse	Now	0.750073
2206	Same	Now	1
2207	Slightly_worse	After_12_mos	0.622203
2208	Slightly_worse	After_12_mos	0.622203
2209	Severely_bad	After_12_mos	0.429236
2210	Slightly_worse	After_12_mos	0.622203
2211	Same	After_12_mos	0.267655
2212	Slightly_worse	After_12_mos	0.622203
2213	Same	After_6_mos	0.892473
2214	Same	Now	1
2215	Same	After_6_mos	0.892473
2216	Slightly_worse	After_12_mos	0.622203
2217	Same	After_12_mos	0.267655
2218	Same	After_12_mos	0.267655
2219	Same	After_6_mos	0.892473
2220	Same	Now	1
2221	Same	Now	1
2222	Severely_bad	After_12_mos	0.429236
2223	Severely_bad	After_12_mos	0.429236
2224	Slightly_worse	After_6_mos	0.697762
2225	Slightly_worse	After_6_mos	0.697762
2226	Same	After_6_mos	0.892473
2227	Same	Now	1
2228	Same	After_12_mos	0.267655
2229	Same	After_12_mos	0.267655
2230	Severely_bad	After_12_mos	0.429236
2231	Same	After_12_mos	0.267655
2232	Same	After_12_mos	0.267655
2233	Same	Now	1
2234	Slightly_worse	After_12_mos	0.622203
2235	Same	After_6_mos	0.892473
2236	Same	Now	1
2237	Same	After_12_mos	0.267655
2238	Same	Now	1
2239	Slightly_worse	After_12_mos	0.622203
2240	Same	Now	1
2241	Severely_bad	After_6_mos	0.468323
2242	Same	After_6_mos	0.892473
2243	Severely_bad	After_6_mos	0.468323
2244	Same	Now	1
2245	Same	Now	1
2246	Slightly_worse	After_6_mos	0.697762
2247	Severely_bad	After_6_mos	0.468323
2248	Severely_bad	After_6_mos	0.468323
2249	Same	After_12_mos	0.267655
2250	Severely_bad	After_6_mos	0.468323
2251	Severely_bad	After_12_mos	0.429236
2252	Same	After_12_mos	0.267655
2253	Slightly_worse	After_12_mos	0.622203
2254	Severely_bad	After_6_mos	0.468323
2255	Severely_bad	After_12_mos	0.429236
2256	Same	After_6_mos	0.892473
2257	Slightly_worse	After_12_mos	0.622203
2258	Severely_bad	After_6_mos	0.468323
2259	Same	After_12_mos	0.267655
2260	Same	After_12_mos	0.267655
2261	Same	After_12_mos	0.267655
2262	Same	Now	1
2263	Severely_bad	After_6_mos	0.468323
2264	Slightly_worse	After_12_mos	0.622203
2265	Slightly_worse	After_12_mos	0.622203
2266	Same	After_6_mos	0.892473
2267	Severely_bad	After_6_mos	0.468323
2268	Same	After_6_mos	0.892473
2269	Same	Now	1
2270	Same	After_12_mos	0.267655
2271	Severely_bad	After_6_mos	0.468323
2272	Severely_bad	After_12_mos	0.429236
2273	Same	Now	1
2274	Severely_bad	After_12_mos	0.429236
2275	Severely_bad	After_12_mos	0.429236
2276	Severely_bad	After_12_mos	0.429236
2277	Same	After_6_mos	0.892473
2278	Severely_bad	Now	0
2279	Severely_bad	Now	0
2280	Severely_bad	Now	0
2281	Same	After_12_mos	0.267655
2282	Slightly_worse	Now	0.750073
2283	Severely_bad	After_12_mos	0.429236
2284	Slightly_worse	Now	0.750073
2285	Severely_bad	After_12_mos	0.429236
2286	Same	After_12_mos	0.267655
2287	Severely_bad	After_6_mos	0.468323
2288	Slightly_worse	After_6_mos	0.697762
2289	Same	After_6_mos	0.892473
2290	Same	Now	1
2291	Slightly_worse	After_6_mos	0.697762
2292	Same	After_6_mos	0.892473
2293	Same	Now	1
2294	Severely_bad	Now	0
2295	Severely_bad	After_6_mos	0.468323
2296	Slightly_worse	After_6_mos	0.697762
2297	Same	After_6_mos	0.892473
2298	Same	After_12_mos	0.267655
2299	Severely_bad	After_12_mos	0.429236
2300	Slightly_worse	After_12_mos	0.622203
2301	Slightly_worse	Now	0.750073
2302	Slightly_worse	After_12_mos	0.622203
2303	Same	Now	1
2304	Same	After_12_mos	0.267655
2305	Slightly_worse	Now	0.750073
2306	Same	After_6_mos	0.892473
2307	Severely_bad	After_12_mos	0.429236
2308	Severely_bad	After_12_mos	0.429236
2309	Same	After_6_mos	0.892473
2310	Severely_bad	Now	0
2311	Slightly_worse	After_6_mos	0.697762
2312	Severely_bad	After_12_mos	0.429236
2313	Severely_bad	Now	0
2314	Severely_bad	After_6_mos	0.468323
2315	Same	After_12_mos	0.267655
2316	Same	After_12_mos	0.267655
2317	Severely_bad	After_12_mos	0.429236
2318	Severely_bad	After_6_mos	0.468323
2319	Same	After_6_mos	0.892473
2320	Slightly_worse	Now	0.750073
2321	Severely_bad	Now	0
2322	Same	Now	1
2323	Slightly_worse	Now	0.750073
2324	Same	After_6_mos	0.892473
2325	Slightly_worse	After_12_mos	0.622203
2326	Same	After_6_mos	0.892473
2327	Severely_bad	After_12_mos	0.429236
2328	Slightly_worse	After_12_mos	0.622203
2329	Same	After_6_mos	0.892473
2330	Same	Now	1
2331	Same	Now	1
2332	Same	After_6_mos	0.892473
2333	Slightly_worse	After_6_mos	0.697762
2334	Severely_bad	Now	0
2335	Slightly_worse	After_12_mos	0.622203
2336	Severely_bad	Now	0
2337	Severely_bad	Now	0
2338	Same	After_12_mos	0.267655
2339	Severely_bad	After_6_mos	0.468323
2340	Severely_bad	After_12_mos	0.429236
2341	Same	Now	1
2342	Slightly_worse	After_12_mos	0.622203
2343	Severely_bad	After_6_mos	0.468323
2344	Same	After_12_mos	0.267655
2345	Same	Now	1
2346	Slightly_worse	After_6_mos	0.697762
2347	Severely_bad	After_6_mos	0.468323
2348	Severely_bad	After_6_mos	0.468323
2349	Slightly_worse	Now	0.750073
2350	Same	After_6_mos	0.892473
2351	Slightly_worse	After_12_mos	0.622203
2352	Severely_bad	After_12_mos	0.429236
2353	Severely_bad	After_12_mos	0.429236
2354	Slightly_worse	Now	0.750073
2355	Same	Now	1
2356	Slightly_worse	After_6_mos	0.697762
2357	Slightly_worse	Now	0.750073
2358	Same	Now	1
2359	Same	After_12_mos	0.267655
2360	Slightly_worse	After_6_mos	0.697762
2361	Slightly_worse	After_12_mos	0.622203
2362	Slightly_worse	After_6_mos	0.697762
2363	Severely_bad	After_6_mos	0.468323
2364	Severely_bad	After_12_mos	0.429236
2365	Slightly_worse	After_6_mos	0.697762
2366	Same	After_12_mos	0.267655
2367	Slightly_worse	After_6_mos	0.697762
2368	Same	After_12_mos	0.267655
2369	Severely_bad	Now	0
2370	Same	Now	1
2371	Same	Now	1
2372	Severely_bad	After_6_mos	0.468323
2373	Same	Now	1
2374	Severely_bad	Now	0
2375	Same	After_12_mos	0.267655
2376	Same	After_12_mos	0.267655
2377	Severely_bad	After_12_mos	0.429236
2378	Severely_bad	Now	0
2379	Same	After_12_mos	0.267655
2380	Severely_bad	After_12_mos	0.429236
2381	Severely_bad	Now	0
2382	Severely_bad	After_12_mos	0.429236
2383	Slightly_worse	Now	0.750073
2384	Slightly_worse	After_12_mos	0.622203
2385	Slightly_worse	After_6_mos	0.697762
2386	Slightly_worse	After_6_mos	0.697762
2387	Slightly_worse	After_12_mos	0.622203
2388	Same	After_6_mos	0.892473
2389	Same	After_12_mos	0.267655
2390	Slightly_worse	Now	0.750073
2391	Same	Now	1
2392	Slightly_worse	After_12_mos	0.622203
2393	Same	Now	1
2394	Severely_bad	Now	0
2395	Same	After_6_mos	0.892473
2396	Severely_bad	After_12_mos	0.429236
2397	Slightly_worse	Now	0.750073
2398	Slightly_worse	Now	0.750073
2399	Slightly_worse	Now	0.750073
2400	Same	After_6_mos	0.892473
2401	Slightly_worse	Now	0.750073
2402	Slightly_worse	After_6_mos	0.697762
2403	Severely_bad	After_12_mos	0.429236
2404	Slightly_worse	After_12_mos	0.622203
2405	Slightly_worse	After_6_mos	0.697762
2406	Severely_bad	After_6_mos	0.468323
2407	Same	After_12_mos	0.267655
2408	Same	Now	1
2409	Same	After_12_mos	0.267655
2410	Severely_bad	After_6_mos	0.468323
2411	Slightly_worse	Now	0.750073
2412	Slightly_worse	After_12_mos	0.622203
2413	Severely_bad	After_12_mos	0.429236
2414	Slightly_worse	After_12_mos	0.622203
2415	Same	After_12_mos	0.267655
2416	Same	Now	1
2417	Same	After_6_mos	0.892473
2418	Slightly_worse	Now	0.750073
2419	Severely_bad	After_6_mos	0.468323
2420	Severely_bad	After_6_mos	0.468323
2421	Same	Now	1
2422	Slightly_worse	After_6_mos	0.697762
2423	Same	After_12_mos	0.267655
2424	Same	Now	1
2425	Slightly_worse	After_12_mos	0.622203
2426	Slightly_worse	Now	0.750073
2427	Same	After_6_mos	0.892473
2428	Severely_bad	After_6_mos	0.468323
2429	Same	After_12_mos	0.267655
2430	Same	After_12_mos	0.267655
2431	Severely_bad	Now	0
2432	Slightly_worse	Now	0.750073
2433	Same	Now	1
2434	Severely_bad	Now	0
2435	Same	After_6_mos	0.892473
2436	Severely_bad	Now	0
2437	Slightly_worse	After_12_mos	0.622203
2438	Severely_bad	After_6_mos	0.468323
2439	Severely_bad	Now	0
2440	Severely_bad	After_12_mos	0.429236
2441	Same	After_6_mos	0.892473
2442	Slightly_worse	After_12_mos	0.622203
2443	Same	After_6_mos	0.892473
2444	Same	Now	1
2445	Slightly_worse	After_12_mos	0.622203
2446	Severely_bad	After_6_mos	0.468323
2447	Slightly_worse	After_6_mos	0.697762
2448	Severely_bad	After_6_mos	0.468323
2449	Slightly_worse	After_6_mos	0.697762
2450	Same	After_12_mos	0.267655
2451	Severely_bad	After_12_mos	0.429236
2452	Slightly_worse	After_12_mos	0.622203
2453	Severely_bad	Now	0
2454	Severely_bad	Now	0
2455	Same	Now	1
2456	Same	After_12_mos	0.267655
2457	Severely_bad	After_6_mos	0.468323
2458	Same	Now	1
2459	Same	After_12_mos	0.267655
2460	Severely_bad	After_12_mos	0.429236
2461	Slightly_worse	Now	0.750073
2462	Severely_bad	Now	0
2463	Same	After_12_mos	0.267655
2464	Same	After_12_mos	0.267655
2465	Severely_bad	Now	0
2466	Same	Now	1
2467	Severely_bad	After_12_mos	0.429236
2468	Severely_bad	After_6_mos	0.468323
2469	Slightly_worse	After_12_mos	0.622203
2470	Same	After_12_mos	0.267655
2471	Same	After_6_mos	0.892473
2472	Severely_bad	Now	0
2473	Same	After_12_mos	0.267655
2474	Severely_bad	After_6_mos	0.468323
2475	Same	After_12_mos	0.267655
2476	Same	Now	1
2477	Slightly_worse	Now	0.750073
2478	Same	Now	1
2479	Severely_bad	Now	0
2480	Same	After_12_mos	0.267655
2481	Same	After_12_mos	0.267655
2482	Same	After_6_mos	0.892473
2483	Same	After_12_mos	0.267655
2484	Same	After_12_mos	0.267655
2485	Same	Now	1
2486	Slightly_worse	Now	0.750073
2487	Slightly_worse	After_6_mos	0.697762
2488	Severely_bad	After_6_mos	0.468323
2489	Same	After_12_mos	0.267655
2490	Same	After_6_mos	0.892473
2491	Slightly_worse	Now	0.750073
2492	Slightly_worse	Now	0.750073
2493	Same	After_6_mos	0.892473
2494	Same	After_6_mos	0.892473
2495	Slightly_worse	After_6_mos	0.697762
2496	Severely_bad	Now	0
2497	Same	After_6_mos	0.892473
2498	Severely_bad	After_12_mos	0.429236
2499	Slightly_worse	After_12_mos	0.622203
2500	Slightly_worse	Now	0.750073
2501	Same	After_12_mos	0.267655
2502	Same	After_6_mos	0.892473
2503	Severely_bad	Now	0
2504	Severely_bad	After_12_mos	0.429236
2505	Severely_bad	After_12_mos	0.429236
2506	Slightly_worse	After_6_mos	0.697762
2507	Same	Now	1
2508	Severely_bad	After_12_mos	0.429236
2509	Slightly_worse	Now	0.750073
2510	Severely_bad	After_6_mos	0.468323
2511	Severely_bad	Now	0
2512	Slightly_worse	After_12_mos	0.622203
2513	Severely_bad	After_6_mos	0.468323
2514	Severely_bad	After_12_mos	0.429236
2515	Same	After_12_mos	0.267655
2516	Severely_bad	After_6_mos	0.468323
2517	Same	After_6_mos	0.892473
2518	Severely_bad	Now	0
2519	Same	Now	1
2520	Severely_bad	After_6_mos	0.468323
2521	Same	After_6_mos	0.892473
2522	Severely_bad	After_12_mos	0.429236
2523	Severely_bad	Now	0
2524	Same	After_6_mos	0.892473
2525	Severely_bad	Now	0
2526	Slightly_worse	After_6_mos	0.697762
2527	Slightly_worse	Now	0.750073
2528	Slightly_worse	Now	0.750073
2529	Slightly_worse	Now	0.750073
2530	Severely_bad	After_6_mos	0.468323
2531	Same	Now	1
2532	Slightly_worse	Now	0.750073
2533	Same	After_12_mos	0.267655
2534	Slightly_worse	Now	0.750073
